,Assortment,CompDist,CompOpen,Customers,Date,DayOfWeek,Open,Promo,Promo2,Sales,Store,StoreType,month,Preds
340380,a,near,False,2732,2014-09-11,4,1,0,0,15608,262,b,09,15608.0146484375
340635,c,far,True,2847,2014-09-11,4,1,0,0,15924,562,b,09,15614.5009765625
341315,a,near,False,2843,2014-09-10,3,1,0,0,16752,262,b,09,16751.978515625
341570,c,far,True,2973,2014-09-10,3,1,0,0,15707,562,b,09,15248.9970703125
342250,a,near,False,2993,2014-09-09,2,1,0,0,16566,262,b,09,15296.001953125
342505,c,far,True,3010,2014-09-09,2,1,0,0,16694,562,b,09,15736.3330078125
343185,a,near,False,3047,2014-09-08,1,1,0,0,17374,262,b,09,17548.501953125
343440,c,far,True,3055,2014-09-08,1,1,0,0,16439,562,b,09,16478.755859375
344120,a,near,False,4496,2014-09-07,7,1,0,0,29599,262,b,09,26325.005859375
344375,c,far,True,3328,2014-09-07,7,1,0,0,19830,562,b,09,19358.568359375
345055,a,near,False,3343,2014-09-06,6,1,0,0,17236,262,b,09,16664.994140625
345310,c,far,True,2560,2014-09-06,6,1,0,0,11869,562,b,09,13013.3310546875
345990,a,near,False,3629,2014-09-05,5,1,1,0,19900,262,b,09,19452.0
346245,c,far,True,3022,2014-09-05,5,1,1,0,16837,562,b,09,17411.001953125
346925,a,near,False,3288,2014-09-04,4,1,1,0,19420,262,b,09,18039.994140625
347180,c,far,True,2975,2014-09-04,4,1,1,0,17304,562,b,09,16525.66796875
347860,a,near,False,3239,2014-09-03,3,1,1,0,20249,262,b,09,18564.005859375
348115,c,far,True,2961,2014-09-03,3,1,1,0,17704,562,b,09,17676.001953125
348795,a,near,False,3219,2014-09-02,2,1,1,0,20678,262,b,09,19617.3359375
349050,c,far,True,2991,2014-09-02,2,1,1,0,18310,562,b,09,19596.498046875
349730,a,near,False,3419,2014-09-01,1,1,1,0,21987,262,b,09,20427.994140625
349985,c,far,True,3259,2014-09-01,1,1,1,0,21128,562,b,09,20190.49609375
350665,a,near,False,4821,2014-08-31,7,1,0,0,33913,262,b,08,31130.744140625
350920,c,far,True,3374,2014-08-31,7,1,0,0,21395,562,b,08,18945.998046875
351600,a,near,False,3526,2014-08-30,6,1,0,0,18265,262,b,08,17887.255859375
351855,c,far,True,2859,2014-08-30,6,1,0,0,14596,562,b,08,13107.251953125
352535,a,near,False,3675,2014-08-29,5,1,0,0,20837,262,b,08,19429.494140625
352790,c,far,True,2952,2014-08-29,5,1,0,0,16497,562,b,08,15798.9921875
353470,a,near,False,3102,2014-08-28,4,1,0,0,16427,262,b,08,17166.990234375
353725,c,far,True,2624,2014-08-28,4,1,0,0,14143,562,b,08,15177.0
354405,a,near,False,2861,2014-08-27,3,1,0,0,15873,262,b,08,15873.0107421875
354660,c,far,True,2587,2014-08-27,3,1,0,0,13541,562,b,08,13541.00390625
355340,a,near,False,3027,2014-08-26,2,1,0,0,17235,262,b,08,15587.380859375
355595,c,far,True,2546,2014-08-26,2,1,0,0,13096,562,b,08,15728.994140625
356275,a,near,False,3183,2014-08-25,1,1,0,0,18466,262,b,08,17464.00390625
356530,c,far,True,2672,2014-08-25,1,1,0,0,13994,562,b,08,15763.0
357210,a,near,False,4650,2014-08-24,7,1,0,0,30011,262,b,08,31130.744140625
357465,c,far,True,3207,2014-08-24,7,1,0,0,18052,562,b,08,18945.998046875
358145,a,near,False,3145,2014-08-23,6,1,0,0,16497,262,b,08,17887.255859375
358400,c,far,True,2378,2014-08-23,6,1,0,0,12608,562,b,08,13107.251953125
359080,a,near,False,3640,2014-08-22,5,1,1,0,20505,262,b,08,21101.671875
359335,c,far,True,2906,2014-08-22,5,1,1,0,16049,562,b,08,18451.00390625
360015,a,near,False,3263,2014-08-21,4,1,1,0,19087,262,b,08,19016.50390625
360270,c,far,True,2812,2014-08-21,4,1,1,0,15947,562,b,08,17598.201171875
360950,a,near,False,3379,2014-08-20,3,1,1,0,19986,262,b,08,19278.994140625
361205,c,far,True,2807,2014-08-20,3,1,1,0,16611,562,b,08,17336.33203125
361885,a,near,False,3375,2014-08-19,2,1,1,0,20582,262,b,08,19986.875
362140,c,far,True,2957,2014-08-19,2,1,1,0,17967,562,b,08,17947.005859375
362820,a,near,False,3501,2014-08-18,1,1,1,0,21267,262,b,08,21616.888671875
363075,c,far,True,2982,2014-08-18,1,1,1,0,19040,562,b,08,19891.494140625
363755,a,near,False,4687,2014-08-17,7,1,0,0,30502,262,b,08,31130.744140625
364010,c,far,True,3086,2014-08-17,7,1,0,0,18594,562,b,08,18945.998046875
364690,a,near,False,3269,2014-08-16,6,1,0,0,16867,262,b,08,17887.255859375
364945,c,far,True,2404,2014-08-16,6,1,0,0,12671,562,b,08,13107.251953125
365625,a,near,False,3401,2014-08-15,5,1,0,0,18022,262,b,08,19429.494140625
365880,c,far,True,2870,2014-08-15,5,1,0,0,15411,562,b,08,15798.9921875
366560,a,near,False,3086,2014-08-14,4,1,0,0,17167,262,b,08,17166.990234375
366815,c,far,True,2782,2014-08-14,4,1,0,0,14693,562,b,08,15177.0
367495,a,near,False,3043,2014-08-13,3,1,0,0,16041,262,b,08,15873.0107421875
367750,c,far,True,2679,2014-08-13,3,1,0,0,14392,562,b,08,13541.00390625
368430,a,near,False,3069,2014-08-12,2,1,0,0,17093,262,b,08,15587.380859375
368685,c,far,True,2743,2014-08-12,2,1,0,0,14863,562,b,08,15728.994140625
369365,a,near,False,3133,2014-08-11,1,1,0,0,17464,262,b,08,17464.00390625
369620,c,far,True,2850,2014-08-11,1,1,0,0,15975,562,b,08,15763.0
370300,a,near,False,4517,2014-08-10,7,1,0,0,28108,262,b,08,31130.744140625
370555,c,far,True,3197,2014-08-10,7,1,0,0,17786,562,b,08,18945.998046875
371235,a,near,False,3102,2014-08-09,6,1,0,0,16361,262,b,08,17887.255859375
371490,c,far,True,2524,2014-08-09,6,1,0,0,13016,562,b,08,13107.251953125
372170,a,near,False,3545,2014-08-08,5,1,1,0,20464,262,b,08,21101.671875
372425,c,far,True,3107,2014-08-08,5,1,1,0,17336,562,b,08,18451.00390625
373105,a,near,False,3288,2014-08-07,4,1,1,0,18946,262,b,08,19016.50390625
373360,c,far,True,2973,2014-08-07,4,1,1,0,17024,562,b,08,17598.201171875
374040,a,near,False,3306,2014-08-06,3,1,1,0,18572,262,b,08,19278.994140625
374295,c,far,True,3080,2014-08-06,3,1,1,0,17776,562,b,08,17336.33203125
374975,a,near,False,3236,2014-08-05,2,1,1,0,19051,262,b,08,19986.875
375230,c,far,True,3038,2014-08-05,2,1,1,0,17560,562,b,08,17947.005859375
375910,a,near,False,3449,2014-08-04,1,1,1,0,20103,262,b,08,21616.888671875
376165,c,far,True,3427,2014-08-04,1,1,1,0,20483,562,b,08,19891.494140625
376845,a,near,False,4920,2014-08-03,7,1,0,0,30097,262,b,08,31130.744140625
377100,c,far,True,4017,2014-08-03,7,1,0,0,21206,562,b,08,18945.998046875
377780,a,near,False,4210,2014-08-02,6,1,0,0,19920,262,b,08,17887.255859375
378035,c,far,True,2893,2014-08-02,6,1,0,0,14427,562,b,08,13107.251953125
378715,a,near,False,3786,2014-08-01,5,1,1,0,22336,262,b,08,21101.671875
378970,c,far,True,3537,2014-08-01,5,1,1,0,19670,562,b,08,18451.00390625
379650,a,near,False,3308,2014-07-31,4,1,1,0,20447,262,b,07,20755.603515625
379905,c,far,True,3397,2014-07-31,4,1,1,0,20671,562,b,07,18442.00390625
380585,a,near,False,3011,2014-07-30,3,1,1,0,18634,262,b,07,20081.255859375
380840,c,far,True,3139,2014-07-30,3,1,1,0,19389,562,b,07,19444.748046875
381520,a,near,False,3326,2014-07-29,2,1,1,0,19386,262,b,07,20513.794921875
381775,c,far,True,3419,2014-07-29,2,1,1,0,19251,562,b,07,19254.794921875
382455,a,near,False,3499,2014-07-28,1,1,1,0,21022,262,b,07,22221.005859375
382710,c,far,True,3287,2014-07-28,1,1,1,0,19655,562,b,07,19881.00390625
383390,a,near,False,4815,2014-07-27,7,1,0,0,27926,262,b,07,29619.87890625
383645,c,far,True,3284,2014-07-27,7,1,0,0,19117,562,b,07,18867.884765625
384325,a,near,False,3148,2014-07-26,6,1,0,0,16226,262,b,07,17604.99609375
384580,c,far,True,2522,2014-07-26,6,1,0,0,12244,562,b,07,12549.9990234375
385260,a,near,False,3112,2014-07-25,5,1,0,0,16918,262,b,07,18838.005859375
385515,c,far,True,3048,2014-07-25,5,1,0,0,15753,562,b,07,16299.009765625
386195,a,near,False,3008,2014-07-24,4,1,0,0,16610,262,b,07,17998.505859375
386450,c,far,True,2946,2014-07-24,4,1,0,0,15369,562,b,07,15409.6669921875
387130,a,near,False,2911,2014-07-23,3,1,0,0,15432,262,b,07,18402.494140625
387385,c,far,True,2978,2014-07-23,3,1,0,0,14909,562,b,07,15177.396484375
388065,a,near,False,2971,2014-07-22,2,1,0,0,16126,262,b,07,17530.005859375
388320,c,far,True,2878,2014-07-22,2,1,0,0,14790,562,b,07,15041.5107421875
389000,a,near,False,3332,2014-07-21,1,1,0,0,17703,262,b,07,18689.494140625
389255,c,far,True,2932,2014-07-21,1,1,0,0,16055,562,b,07,16072.74609375
389935,a,near,False,4914,2014-07-20,7,1,0,0,28213,262,b,07,29619.87890625
390190,c,far,True,3164,2014-07-20,7,1,0,0,17794,562,b,07,18867.884765625
390870,a,near,False,3465,2014-07-19,6,1,0,0,17676,262,b,07,17604.99609375
391125,c,far,True,2671,2014-07-19,6,1,0,0,11456,562,b,07,12549.9990234375
391805,a,near,False,3698,2014-07-18,5,1,1,0,20490,262,b,07,22727.66015625
392060,c,far,True,3379,2014-07-18,5,1,1,0,16872,562,b,07,18626.1953125
392740,a,near,False,3200,2014-07-17,4,1,1,0,19423,262,b,07,20755.603515625
392995,c,far,True,3214,2014-07-17,4,1,1,0,17832,562,b,07,18442.00390625
393675,a,near,False,3113,2014-07-16,3,1,1,0,19232,262,b,07,20081.255859375
393930,c,far,True,3139,2014-07-16,3,1,1,0,18415,562,b,07,19444.748046875
394610,a,near,False,3120,2014-07-15,2,1,1,0,18869,262,b,07,20513.794921875
394865,c,far,True,3191,2014-07-15,2,1,1,0,18541,562,b,07,19254.794921875
395545,a,near,False,3161,2014-07-14,1,1,1,0,19150,262,b,07,22221.005859375
395800,c,far,True,3241,2014-07-14,1,1,1,0,19246,562,b,07,19881.00390625
396480,a,near,False,4600,2014-07-13,7,1,0,0,29151,262,b,07,29619.87890625
396735,c,far,True,3273,2014-07-13,7,1,0,0,18905,562,b,07,18867.884765625
397415,a,near,False,3266,2014-07-12,6,1,0,0,18198,262,b,07,17604.99609375
397670,c,far,True,2587,2014-07-12,6,1,0,0,12882,562,b,07,12549.9990234375
398350,a,near,False,3525,2014-07-11,5,1,0,0,18930,262,b,07,18838.005859375
398605,c,far,True,3229,2014-07-11,5,1,0,0,16738,562,b,07,16299.009765625
399285,a,near,False,3380,2014-07-10,4,1,0,0,18484,262,b,07,17998.505859375
399540,c,far,True,2962,2014-07-10,4,1,0,0,15419,562,b,07,15409.6669921875
400220,a,near,False,3075,2014-07-09,3,1,0,0,16064,262,b,07,18402.494140625
400475,c,far,True,2742,2014-07-09,3,1,0,0,14462,562,b,07,15177.396484375
401155,a,near,False,3311,2014-07-08,2,1,0,0,18950,262,b,07,17530.005859375
401410,c,far,True,3102,2014-07-08,2,1,0,0,16469,562,b,07,15041.5107421875
402090,a,near,False,3235,2014-07-07,1,1,0,0,17992,262,b,07,18689.494140625
402345,c,far,True,3233,2014-07-07,1,1,0,0,17091,562,b,07,16072.74609375
403025,a,near,False,4232,2014-07-06,7,1,0,0,24931,262,b,07,29619.87890625
403280,c,far,True,3289,2014-07-06,7,1,0,0,17599,562,b,07,18867.884765625
403960,a,near,False,3358,2014-07-05,6,1,0,0,16993,262,b,07,17604.99609375
404215,c,far,True,2882,2014-07-05,6,1,0,0,13306,562,b,07,12549.9990234375
404895,a,near,False,3712,2014-07-04,5,1,1,0,19423,262,b,07,22727.66015625
405150,c,far,True,3384,2014-07-04,5,1,1,0,17551,562,b,07,18626.1953125
405830,a,near,False,3292,2014-07-03,4,1,1,0,20091,262,b,07,20755.603515625
406085,c,far,True,3161,2014-07-03,4,1,1,0,17772,562,b,07,18442.00390625
406765,a,near,False,3248,2014-07-02,3,1,1,0,21443,262,b,07,20081.255859375
407020,c,far,True,3318,2014-07-02,3,1,1,0,20724,562,b,07,19444.748046875
407700,a,near,False,3155,2014-07-01,2,1,1,0,20417,262,b,07,20513.794921875
407955,c,far,True,3333,2014-07-01,2,1,1,0,20314,562,b,07,19254.794921875
408681,a,near,False,3570,2014-06-30,1,1,1,0,23626,262,b,06,21331.994140625
408981,c,far,True,3679,2014-06-30,1,1,1,0,23924,562,b,06,22212.830078125
409796,a,near,False,4551,2014-06-29,7,1,0,0,30026,262,b,06,30150.62109375
410096,c,far,True,3242,2014-06-29,7,1,0,0,21003,562,b,06,19190.00390625
410911,a,near,False,3394,2014-06-28,6,1,0,0,17724,262,b,06,17245.00390625
411211,c,far,True,2451,2014-06-28,6,1,0,0,12938,562,b,06,13876.6025390625
412026,a,near,False,3677,2014-06-27,5,1,0,0,21040,262,b,06,19265.99609375
412326,c,far,True,3097,2014-06-27,5,1,0,0,16825,562,b,06,18027.994140625
413141,a,near,False,3007,2014-06-26,4,1,0,0,16815,262,b,06,17016.4921875
413441,c,far,True,2789,2014-06-26,4,1,0,0,14342,562,b,06,16117.9931640625
414256,a,near,False,2951,2014-06-25,3,1,0,0,16715,262,b,06,16886.0078125
414556,c,far,True,2842,2014-06-25,3,1,0,0,15860,562,b,06,16557.173828125
415371,a,near,False,2869,2014-06-24,2,1,0,0,16094,262,b,06,16868.494140625
415671,c,far,True,2947,2014-06-24,2,1,0,0,15638,562,b,06,16410.595703125
416486,a,near,False,3048,2014-06-23,1,1,0,0,16750,262,b,06,18662.0078125
416786,c,far,True,3070,2014-06-23,1,1,0,0,16224,562,b,06,17926.005859375
417601,a,near,False,4394,2014-06-22,7,1,0,0,28880,262,b,06,30150.62109375
417901,c,far,True,3184,2014-06-22,7,1,0,0,19267,562,b,06,19190.00390625
418716,a,near,False,2992,2014-06-21,6,1,0,0,16235,262,b,06,17245.00390625
419016,c,far,True,2413,2014-06-21,6,1,0,0,11882,562,b,06,13876.6025390625
419831,a,near,False,3659,2014-06-20,5,1,1,0,21053,262,b,06,22684.6640625
420131,c,far,True,3406,2014-06-20,5,1,1,0,19164,562,b,06,19491.337890625
420946,a,near,False,3342,2014-06-19,4,1,1,0,19960,262,b,06,20442.251953125
421246,c,far,True,3289,2014-06-19,4,1,1,0,18388,562,b,06,19347.00390625
422061,a,near,False,3128,2014-06-18,3,1,1,0,19379,262,b,06,19958.994140625
422361,c,far,True,3067,2014-06-18,3,1,1,0,18451,562,b,06,18522.79296875
423176,a,near,False,3226,2014-06-17,2,1,1,0,19567,262,b,06,20958.505859375
423476,c,far,True,3171,2014-06-17,2,1,1,0,18905,562,b,06,20247.005859375
424291,a,near,False,3234,2014-06-16,1,1,1,0,20558,262,b,06,21331.994140625
424591,c,far,True,3328,2014-06-16,1,1,1,0,20891,562,b,06,22212.830078125
425406,a,near,False,4434,2014-06-15,7,1,0,0,27954,262,b,06,30150.62109375
425706,c,far,True,3070,2014-06-15,7,1,0,0,18295,562,b,06,19190.00390625
426521,a,near,False,3125,2014-06-14,6,1,0,0,17441,262,b,06,17245.00390625
426821,c,far,True,2736,2014-06-14,6,1,0,0,13825,562,b,06,13876.6025390625
427636,a,near,False,3472,2014-06-13,5,1,0,0,19940,262,b,06,19265.99609375
427936,c,far,True,3153,2014-06-13,5,1,0,0,17883,562,b,06,18027.994140625
428751,a,near,False,3067,2014-06-12,4,1,0,0,17218,262,b,06,17016.4921875
429051,c,far,True,2998,2014-06-12,4,1,0,0,16548,562,b,06,16117.9931640625
429866,a,near,False,3161,2014-06-11,3,1,0,0,18495,262,b,06,16886.0078125
430166,c,far,True,3081,2014-06-11,3,1,0,0,17788,562,b,06,16557.173828125
430981,a,near,False,3586,2014-06-10,2,1,0,0,19585,262,b,06,16868.494140625
431281,c,far,True,3466,2014-06-10,2,1,0,0,18186,562,b,06,16410.595703125
432096,a,near,False,5387,2014-06-09,1,1,0,0,34692,262,b,06,18662.0078125
432396,c,far,True,3461,2014-06-09,1,1,0,0,19688,562,b,06,17926.005859375
433211,a,near,False,5014,2014-06-08,7,1,0,0,32605,262,b,06,30150.62109375
433511,c,far,True,3171,2014-06-08,7,1,0,0,18661,562,b,06,19190.00390625
434326,a,near,False,3874,2014-06-07,6,1,0,0,20084,262,b,06,17245.00390625
434626,c,far,True,2775,2014-06-07,6,1,0,0,13799,562,b,06,13876.6025390625
435441,a,near,False,3933,2014-06-06,5,1,1,0,23132,262,b,06,22684.6640625
435741,c,far,True,3766,2014-06-06,5,1,1,0,20920,562,b,06,19491.337890625
436556,a,near,False,3499,2014-06-05,4,1,1,0,21536,262,b,06,20442.251953125
436856,c,far,True,3617,2014-06-05,4,1,1,0,21489,562,b,06,19347.00390625
437671,a,near,False,3423,2014-06-04,3,1,1,0,20641,262,b,06,19958.994140625
437971,c,far,True,3487,2014-06-04,3,1,1,0,20555,562,b,06,18522.79296875
438786,a,near,False,3315,2014-06-03,2,1,1,0,20827,262,b,06,20958.505859375
439086,c,far,True,3440,2014-06-03,2,1,1,0,20985,562,b,06,20247.005859375
439901,a,near,False,3606,2014-06-02,1,1,1,0,23636,262,b,06,21331.994140625
440201,c,far,True,3655,2014-06-02,1,1,1,0,23518,562,b,06,22212.830078125
441016,a,near,False,4754,2014-06-01,7,1,0,0,33800,262,b,06,30150.62109375
441316,c,far,True,3246,2014-06-01,7,1,0,0,20006,562,b,06,19190.00390625
442131,a,near,False,3475,2014-05-31,6,1,0,0,19896,262,b,05,18649.111328125
442431,c,far,True,2563,2014-05-31,6,1,0,0,14311,562,b,05,13980.6669921875
443246,a,near,False,3774,2014-05-30,5,1,0,0,22340,262,b,05,20795.001953125
443546,c,far,True,3062,2014-05-30,5,1,0,0,18467,562,b,05,17737.66796875
444361,a,near,False,5297,2014-05-29,4,1,0,0,37403,262,b,05,31082.9921875
444661,c,far,True,3539,2014-05-29,4,1,0,0,23749,562,b,05,18098.39453125
445476,a,near,False,3613,2014-05-28,3,1,0,0,21626,262,b,05,19444.99609375
445776,c,far,True,3383,2014-05-28,3,1,0,0,19461,562,b,05,17529.248046875
446591,a,near,False,3019,2014-05-27,2,1,0,0,18466,262,b,05,17959.755859375
446891,c,far,True,3028,2014-05-27,2,1,0,0,16682,562,b,05,17584.24609375
447706,a,near,False,3151,2014-05-26,1,1,0,0,17729,262,b,05,27740.994140625
448006,c,far,True,3099,2014-05-26,1,1,0,0,16819,562,b,05,17249.671875
448821,a,near,False,4702,2014-05-25,7,1,0,0,28967,262,b,05,30588.375
449121,c,far,True,3322,2014-05-25,7,1,0,0,18574,562,b,05,18351.74609375
449936,a,near,False,3354,2014-05-24,6,1,0,0,17103,262,b,05,18649.111328125
450236,c,far,True,2511,2014-05-24,6,1,0,0,11848,562,b,05,13980.6669921875
451051,a,near,False,3888,2014-05-23,5,1,1,0,22000,262,b,05,22777.671875
451351,c,far,True,3517,2014-05-23,5,1,1,0,19107,562,b,05,21038.6640625
452166,a,near,False,3379,2014-05-22,4,1,1,0,18899,262,b,05,23420.74609375
452466,c,far,True,3291,2014-05-22,4,1,1,0,17966,562,b,05,19549.001953125
453281,a,near,False,3413,2014-05-21,3,1,1,0,18857,262,b,05,18629.33984375
453581,c,far,True,3211,2014-05-21,3,1,1,0,18231,562,b,05,18389.00390625
454396,a,near,False,3254,2014-05-20,2,1,1,0,19351,262,b,05,19357.994140625
454696,c,far,True,3167,2014-05-20,2,1,1,0,18074,562,b,05,18873.244140625
455511,a,near,False,3318,2014-05-19,1,1,1,0,21386,262,b,05,21461.33984375
455811,c,far,True,3402,2014-05-19,1,1,1,0,21140,562,b,05,21946.19921875
456626,a,near,False,4639,2014-05-18,7,1,0,0,29485,262,b,05,30588.375
456926,c,far,True,3261,2014-05-18,7,1,0,0,18810,562,b,05,18351.74609375
457741,a,near,False,3310,2014-05-17,6,1,0,0,17203,262,b,05,18649.111328125
458041,c,far,True,2477,2014-05-17,6,1,0,0,12313,562,b,05,13980.6669921875
458856,a,near,False,3496,2014-05-16,5,1,0,0,18832,262,b,05,20795.001953125
459156,c,far,True,3155,2014-05-16,5,1,0,0,15846,562,b,05,17737.66796875
459971,a,near,False,3141,2014-05-15,4,1,0,0,17479,262,b,05,31082.9921875
460271,c,far,True,3055,2014-05-15,4,1,0,0,16510,562,b,05,18098.39453125
461086,a,near,False,2968,2014-05-14,3,1,0,0,16875,262,b,05,19444.99609375
461386,c,far,True,3051,2014-05-14,3,1,0,0,16344,562,b,05,17529.248046875
462201,a,near,False,3085,2014-05-13,2,1,0,0,17729,262,b,05,17959.755859375
462501,c,far,True,3071,2014-05-13,2,1,0,0,16935,562,b,05,17584.24609375
463316,a,near,False,3531,2014-05-12,1,1,0,0,20323,262,b,05,27740.994140625
463616,c,far,True,3237,2014-05-12,1,1,0,0,17385,562,b,05,17249.671875
464431,a,near,False,5034,2014-05-11,7,1,0,0,32347,262,b,05,30588.375
464731,c,far,True,3456,2014-05-11,7,1,0,0,21544,562,b,05,18351.74609375
465546,a,near,False,4068,2014-05-10,6,1,0,0,22067,262,b,05,18649.111328125
465846,c,far,True,2758,2014-05-10,6,1,0,0,14552,562,b,05,13980.6669921875
466661,a,near,False,4119,2014-05-09,5,1,1,0,24389,262,b,05,22777.671875
466961,c,far,True,3716,2014-05-09,5,1,1,0,22000,562,b,05,21038.6640625
467776,a,near,False,3493,2014-05-08,4,1,1,0,20984,262,b,05,23420.74609375
468076,c,far,True,3426,2014-05-08,4,1,1,0,19903,562,b,05,19549.001953125
468891,a,near,False,3251,2014-05-07,3,1,1,0,20015,262,b,05,18629.33984375
469191,c,far,True,3377,2014-05-07,3,1,1,0,20421,562,b,05,18389.00390625
470006,a,near,False,3161,2014-05-06,2,1,1,0,20709,262,b,05,19357.994140625
470306,c,far,True,3257,2014-05-06,2,1,1,0,19927,562,b,05,18873.244140625
471121,a,near,False,3392,2014-05-05,1,1,1,0,22166,262,b,05,21461.33984375
471421,c,far,True,3590,2014-05-05,1,1,1,0,22727,562,b,05,21946.19921875
472236,a,near,False,4587,2014-05-04,7,1,0,0,28714,262,b,05,30588.375
472536,c,far,True,3228,2014-05-04,7,1,0,0,19960,562,b,05,18351.74609375
473351,a,near,False,3334,2014-05-03,6,1,0,0,17376,262,b,05,18649.111328125
473651,c,far,True,2764,2014-05-03,6,1,0,0,13808,562,b,05,13980.6669921875
474466,a,near,False,3751,2014-05-02,5,1,1,0,23463,262,b,05,22777.671875
474766,c,far,True,3326,2014-05-02,5,1,1,0,19449,562,b,05,21038.6640625
475581,a,near,False,4931,2014-05-01,4,1,1,0,34814,262,b,05,23420.74609375
475881,c,far,True,3274,2014-05-01,4,1,1,0,21501,562,b,05,19549.001953125
476696,a,near,False,3815,2014-04-30,3,1,1,0,24578,262,b,04,21235.494140625
476996,c,far,True,3670,2014-04-30,3,1,1,0,22387,562,b,04,19510.671875
477811,a,near,False,3097,2014-04-29,2,1,1,0,20383,262,b,04,20560.005859375
478111,c,far,True,3231,2014-04-29,2,1,1,0,20667,562,b,04,20219.197265625
478926,a,near,False,3200,2014-04-28,1,1,1,0,20037,262,b,04,20520.994140625
479226,c,far,True,3428,2014-04-28,1,1,1,0,21668,562,b,04,21797.837890625
480041,a,near,False,4440,2014-04-27,7,1,0,0,27641,262,b,04,26198.001953125
480341,c,far,True,3123,2014-04-27,7,1,0,0,18175,562,b,04,17287.552734375
481156,a,near,False,3134,2014-04-26,6,1,0,0,15923,262,b,04,17001.662109375
481456,c,far,True,2723,2014-04-26,6,1,0,0,12713,562,b,04,14144.9990234375
482271,a,near,False,3283,2014-04-25,5,1,0,0,17599,262,b,04,18211.33984375
482571,c,far,True,3198,2014-04-25,5,1,0,0,15889,562,b,04,16873.00390625
483386,a,near,False,3032,2014-04-24,4,1,0,0,16872,262,b,04,17204.9921875
483686,c,far,True,2999,2014-04-24,4,1,0,0,15765,562,b,04,15819.4013671875
484501,a,near,False,3360,2014-04-23,3,1,0,0,18733,262,b,04,17134.255859375
484801,c,far,True,3005,2014-04-23,3,1,0,0,16230,562,b,04,16332.9990234375
485616,a,near,False,3503,2014-04-22,2,1,0,0,18360,262,b,04,17603.66015625
485916,c,far,True,3383,2014-04-22,2,1,0,0,17993,562,b,04,17242.337890625
486731,a,near,False,5028,2014-04-21,1,1,0,0,30848,262,b,04,22583.33984375
487031,c,far,True,3367,2014-04-21,1,1,0,0,19220,562,b,04,17662.599609375
487846,a,near,False,4152,2014-04-20,7,1,0,0,25562,262,b,04,26198.001953125
488146,c,far,True,2828,2014-04-20,7,1,0,0,14825,562,b,04,17287.552734375
488961,a,near,False,3747,2014-04-19,6,1,0,0,20465,262,b,04,17001.662109375
489261,c,far,True,3198,2014-04-19,6,1,0,0,17072,562,b,04,14144.9990234375
490076,a,near,False,5063,2014-04-18,5,1,1,0,35909,262,b,04,38721.984375
490376,c,far,True,3243,2014-04-18,5,1,1,0,19741,562,b,04,20128.25390625
491191,a,near,False,4269,2014-04-17,4,1,1,0,27118,262,b,04,20429.03125
491491,c,far,True,3649,2014-04-17,4,1,1,0,21838,562,b,04,19953.6640625
492306,a,near,False,3603,2014-04-16,3,1,1,0,22128,262,b,04,21235.494140625
492606,c,far,True,3313,2014-04-16,3,1,1,0,20335,562,b,04,19510.671875
493421,a,near,False,3580,2014-04-15,2,1,1,0,22526,262,b,04,20560.005859375
493721,c,far,True,3364,2014-04-15,2,1,1,0,20904,562,b,04,20219.197265625
494536,a,near,False,3650,2014-04-14,1,1,1,0,24228,262,b,04,20520.994140625
494836,c,far,True,3472,2014-04-14,1,1,1,0,21788,562,b,04,21797.837890625
495651,a,near,False,4590,2014-04-13,7,1,0,0,30294,262,b,04,26198.001953125
495951,c,far,True,3259,2014-04-13,7,1,0,0,17895,562,b,04,17287.552734375
496766,a,near,False,3436,2014-04-12,6,1,0,0,18964,262,b,04,17001.662109375
497066,c,far,True,2689,2014-04-12,6,1,0,0,13958,562,b,04,14144.9990234375
497881,a,near,False,3386,2014-04-11,5,1,0,0,18711,262,b,04,18211.33984375
498181,c,far,True,3138,2014-04-11,5,1,0,0,16997,562,b,04,16873.00390625
498996,a,near,False,3002,2014-04-10,4,1,0,0,17538,262,b,04,17204.9921875
499296,c,far,True,2917,2014-04-10,4,1,0,0,16138,562,b,04,15819.4013671875
500111,a,near,False,2985,2014-04-09,3,1,0,0,16936,262,b,04,17134.255859375
500411,c,far,True,3009,2014-04-09,3,1,0,0,17091,562,b,04,16332.9990234375
501226,a,near,False,3279,2014-04-08,2,1,0,0,17914,262,b,04,17603.66015625
501526,c,far,True,2981,2014-04-08,2,1,0,0,16596,562,b,04,17242.337890625
502341,a,near,False,3059,2014-04-07,1,1,0,0,17117,262,b,04,22583.33984375
502641,c,far,True,3050,2014-04-07,1,1,0,0,16681,562,b,04,17662.599609375
503456,a,near,False,3837,2014-04-06,7,1,0,0,22624,262,b,04,26198.001953125
503756,c,far,True,3166,2014-04-06,7,1,0,0,18876,562,b,04,17287.552734375
504571,a,near,False,3242,2014-04-05,6,1,0,0,17673,262,b,04,17001.662109375
504871,c,far,True,2743,2014-04-05,6,1,0,0,13726,562,b,04,14144.9990234375
505686,a,near,False,4439,2014-04-04,5,1,1,0,26465,262,b,04,38721.984375
505986,c,far,True,3480,2014-04-04,5,1,1,0,21544,562,b,04,20128.25390625
506801,a,near,False,3250,2014-04-03,4,1,1,0,20429,262,b,04,20429.03125
507101,c,far,True,3134,2014-04-03,4,1,1,0,18194,562,b,04,19953.6640625
